max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subject,filecount,gesture
7125,87,711.775,401.5,1239478.885,59797,56942,4.58974359,2.021367521,3.476648762,3.496343105,0.2523350535,38.2211282,278.131901,5.627406569,1.221221221,3.333813348,3.274343431,0.7327651537,76.98153178,266.7050678,P7,1,pinch
1863,123,752.7875,610.5,161170.9796,39357,60223,4.493975904,2.485604607,3.546391167,3.596132369,0.1349378151,27.41035838,283.7112934,5.15417256,1.687046632,3.252846081,3.207665391,0.4305000728,55.78310214,260.2276865,P7,2,pinch
1731,182,742.875,622,168163.4778,40128,59430,4.316642121,2.506726457,3.651420671,3.741959674,0.128371978,30.74744946,292.1136537,4.817340067,1.63037448,3.204110954,3.204320988,0.4332538477,50.11108224,256.3288764,P7,2,pinch
7577,177,799.85,565,755697.7494,52435,63988,4.417741935,2.638655462,3.579479845,3.578540721,0.164975245,28.76654445,286.3583876,5.212065814,1.617647059,3.262452658,3.257371536,0.5570816631,60.79496554,260.9962126,P7,2,pinch
1608,209,740.6375,613,143022.4872,37085,59251,4.642857143,2.269230769,3.613295873,3.667010483,0.1603147111,31.72816243,289.0636699,4.977346278,1.624878523,3.373672967,3.361004274,0.4392243241,56.53883195,269.8938374,P7,2,pinch
1375,80,490.8125,392,114096.7366,31423,39265,4.835772358,2.037878788,3.268192448,3.230606521,0.4462303903,51.5407151,261.4553958,5.321336761,1.488668555,3.233314892,3.170548251,0.5968371599,68.16923824,258.6651914,P7,3,pinch
1254,71,428.925,279.5,111470.7538,33646,34314,4.902714932,2.269230769,3.362363169,3.313010867,0.3148922025,48.86419586,268.9890535,5.554443054,1.022110553,3.192221806,3.152067332,0.6950715816,69.91117599,255.3777445,P7,3,pinch
1302,30,465.525,385,115095.569,31243,37242,5.034090909,1.666666667,3.3267251,3.329096094,0.4603806581,50.84749881,266.138008,5.832480818,1.210386152,3.010500747,3.165085029,1.113306192,74.89306923,240.8400597,P7,3,pinch
1055,18,376.8375,236,94625.8087,29555,30147,4.766483516,1.256830601,3.19136069,3.196031746,0.5259499661,53.82769138,255.3088552,5.848930481,1.271978022,3.422653196,3.409930437,0.7509332556,77.17660541,273.8122557,P7,3,pinch
1341,93,523.3,410,117933.8329,33392,41864,4.716525935,1.978494624,3.250584855,3.220385675,0.2798167663,42.01172806,260.0467884,5.14922049,1.156188605,3.445467788,3.508262857,0.5923137878,62.56391948,275.6374231,P7,4,pinch
1454,124,475.675,362.5,102295.1335,29851,38054,4.704081633,1.856870229,3.239517708,3.238362573,0.2807713227,43.8148007,259.1614167,5.338624339,1.16909621,3.428786433,3.379583812,0.5680838822,64.90072912,274.3029147,P7,4,pinch
1252,104,442.675,305.5,107351.9943,31019,35414,4.74,1.898148148,3.287030993,3.294067797,0.3296575661,46.12342117,262.9624795,5.305283757,1.436318817,3.352403232,3.308451102,0.6196773459,76.77560326,268.1922585,P7,4,pinch
1375,48,470.65,307,114806.1544,31851,37652,4.56097561,2.17,3.4263478,3.465910634,0.3442423977,43.28608,274.107824,5.131808279,1.209469154,3.253833511,3.273239878,0.6573005871,67.98197437,260.3066809,P7,4,pinch
7192,124,623.7625,315,767010.5631,49197,49901,4.369294606,2.288071066,3.432844759,3.431859302,0.1618042833,30.60556446,274.6275807,5.319319319,1.188976378,3.409998241,3.395985376,0.7075513164,65.55754492,272.7998593,P7,5,pinch
7205,62,595.3875,370.5,682051.2277,42556,47631,4.922077922,2.194842407,3.590428849,3.558752827,0.2233744892,37.4333132,287.2343079,5.523696682,1.449312715,3.359917955,3.321026888,0.6109856133,64.82887568,268.7934364,P7,5,pinch
7312,72,818.1375,400,1869609.867,70468,65451,4.53526971,2.322175732,3.46179792,3.460952727,0.1900304627,37.87032755,276.9438336,5.521990741,1.461978741,3.379384052,3.274347372,0.7743159132,67.42067755,270.3507242,P7,5,pinch
