max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,maxY,minY,meanY,medianY,varY,totalvarY,aucY,XmaxY,XminY,XmeanY,XmedianY,XvarY,XtotalvarY,XaucY,YmaxY,YminY,YmeanY,YmedianY,YvarY,YtotalvarY,YaucY,filecount,gesture
116,24,61.2125,56.5,645.7390823,244,4897,4.046511628,3.186046512,3.673820164,3.666666667,0.04548364509,4.573070371,293.9056131,4.685714286,1.906976744,3.481941645,3.464371981,0.7024378539,9.61741776,278.5553316,4608,4593,4600.825,4601,15.66518987,99,368066,3.499673984,3.49587136,3.497712375,3.49772086,8.69E-07,0.03619323574,279.81699,3.502283105,3.497178819,3.4998541,3.499945688,1.71E-06,0.03684187256,279.988328,2,tickle
119,21,81.5875,89.5,685.8656646,306,6527,3.978723404,3.380952381,3.650475896,3.635617046,0.01786636844,4.039932392,292.0380717,3.357798165,2.085106383,2.970461439,3.093841642,0.1004519382,6.586187249,237.6369151,4603,4586,4592.925,4592,11.43734177,111,367434,3.501090275,3.4978223,3.499338763,3.499237473,5.46E-07,0.03668780715,279.9471011,3.504685117,3.498152576,3.502390163,3.502395992,1.67E-06,0.03712645222,280.191213,2,tickle
130,28,78.8625,74,647.0314873,313,6309,4.208333333,3.388888889,3.863882214,3.912521739,0.03077227669,3.536105968,309.1105771,3.976190476,1.061538462,2.547927697,2.368456078,0.6311509614,9.315532185,203.8342158,4607,4586,4600,4601,18.35443038,103,368000,3.501086484,3.496957844,3.498997589,3.498805387,1.05E-06,0.03771488603,279.9198071,3.503485839,3.495544447,3.498794788,3.498588184,3.12E-06,0.04466689059,279.903583,2,tickle
101,0,22.25,7.5,1043.810127,189,1780,6,0,2.848552904,3,0.852350291,33.14550296,227.8842323,6,0,2.800116788,2.9375,1.253746531,33.09866489,224.009343,4607,4596,4600.375,4600,9.148734177,81,368030,3.502392344,3.499674126,3.50083979,3.500869565,3.76E-07,0.03250433763,280.0671832,3.501956522,3.496737712,3.499247854,3.499456285,1.88E-06,0.0351072229,279.9398283,3,tickle
23,0,10.8375,9.5,49.02389241,114,867,4.25,0,2.640697822,2.942810458,1.124249058,20.75592408,211.2558258,6,0,3.975119071,4.7,3.101666554,25.32508286,318.0095256,4604,4594,4598.6875,4598,5.483386076,91,367895,3.504349717,3.498587264,3.501455939,3.50135911,1.61E-06,0.04252221457,280.1164751,3.501958225,3.497499456,3.50044988,3.500652458,7.40E-07,0.04055788142,280.0359904,3,tickle
16,0,6.3625,6,17.39857595,66,509,4,0,2.888745942,2.944444444,0.660957733,15.27893218,231.0996753,6,0,4.831354167,5.555555556,1.978045118,27.77510823,386.5083333,4608,4593,4598.6375,4598,16.41123418,102,367891,3.50457118,3.498371336,3.501725824,3.502121635,2.32E-06,0.04415601366,280.1380659,3.501195392,3.496852616,3.498810989,3.498696075,1.16E-06,0.03826566793,279.9048791,3,tickle
10,0,0.625,0,3.401898734,14,50,2,0,0.2665178571,0,0.3950550165,7.057142857,21.32142857,4.3,0,0.4833928571,0,1.35691911,20.3,38.67142857,4607,4594,4601,4601,5.848101266,104,368080,3.503370298,3.500108625,3.501891014,3.501955247,5.57E-07,0.03849292345,280.1512811,3.501413351,3.498151772,3.499842301,3.499837016,5.85E-07,0.03847486679,279.9873841,3,tickle
93,13,58.2625,65,463.1074367,352,4661,3.578947368,2.75,3.179368076,3.177893309,0.01759770378,5.369199111,254.3494461,4.393939394,2.961538462,3.849770065,3.90481523,0.07347799869,7.791409086,307.9816052,4603,4586,4594.7125,4594,22.89098101,98,367577,3.505666957,3.500760374,3.502697995,3.502610398,9.88E-07,0.04724934397,280.2158396,3.504469152,3.498148552,3.501685887,3.501197214,2.82E-06,0.03505909114,280.134871,4,tickle
58,0,23.7875,21,246.7011076,266,1903,4.5,0,3.345081708,3.553977273,0.8308476109,21.99818483,267.6065366,5,0,3.295000459,3.830952381,1.545203785,23.7298421,263.6000367,4604,4590,4596.2125,4596,14.75174051,102,367697,3.504573171,3.499456876,3.502079858,3.502174859,1.31E-06,0.03983136606,280.1663886,3.503592423,3.498913043,3.501247333,3.501087667,1.15E-06,0.04177742121,280.0997866,4,tickle
47,3,22.675,21.5,131.7917722,165,1814,4.9,2.25,3.719395752,3.682105263,0.3325801465,11.80273948,297.5516601,4.8,1,3.336882092,4.173076923,1.598859863,16.08376571,266.9505673,4604,4592,4597.2,4597,6.111392405,106,367776,3.505114255,3.498151772,3.501278261,3.501359394,2.26E-06,0.03263490524,280.1022609,3.503155604,3.498259356,3.500734134,3.50054407,1.39E-06,0.03937199499,280.0587307,4,tickle
49,1,18.9875,18,128.3416139,148,1519,5,1.666666667,3.286904011,3.129568106,0.9141024439,15.39967224,262.9523209,5.222222222,1,3.65273228,4.045833333,1.403513313,19.82602002,292.2185824,4602,4593,4597.1375,4597,4.221360759,106,367771,3.504461371,3.499782703,3.501915858,3.501849032,1.20E-06,0.0335225383,280.1532687,3.503263708,3.499021526,3.501154303,3.501033377,1.19E-06,0.04264919048,280.0923442,4,tickle
82,8,30.1625,28,349.834019,257,2413,4,2.153846154,3.357621169,3.49691358,0.1741821234,10.51199083,268.6096936,4.272727273,1.25,3.092354768,3.177083333,0.639350525,10.97951693,247.3883815,4598,4590,4593.3875,4593,4.088449367,101,367471,3.503811806,3.499238303,3.500790691,3.500598524,1.13E-06,0.04125981869,280.0632553,3.503808487,3.497713912,3.501754049,3.502013697,2.32E-06,0.04344880592,280.1403239,5,tickle
91,7,45.325,39,791.4120253,319,3626,4.375,2,3.320798828,3.181015653,0.2410288853,10.55755352,265.6639062,4.071428571,2,3.011172057,3.064102564,0.2974099175,10.1847055,240.8937646,4605,4593,4599,4599,6.227848101,104,367920,3.501631499,3.497064579,3.499358702,3.499565217,1.05E-06,0.0360958082,279.9486962,3.502392344,3.498587264,3.500758558,3.500815277,7.38E-07,0.04045489421,280.0606847,5,tickle
88,19,44.0125,39,320.5947785,380,3521,3.975609756,2.303030303,3.127884221,3.119799139,0.1119913625,9.233613623,250.2307377,4.144578313,1.315789474,3.01715891,3.2123202,0.4194413125,12.10640268,241.3727128,4604,4590,4597.7625,4598,9.753006329,114,367821,3.503702091,3.498367791,3.500743756,3.500652316,1.79E-06,0.03719974646,280.0595005,3.503371764,3.498695085,3.50061057,3.500543478,1.30E-06,0.04024228463,280.0488456,5,tickle
67,0,28.5,27.5,349.4177215,317,2280,4.3,0,2.989095416,3,0.4617223303,17.87017369,239.1276333,4.333333333,0,3.065013755,3.011627907,0.3729578686,18.02296323,245.2011004,4607,4590,4597.975,4597,20.42974684,103,367838,3.503698869,3.497933435,3.50050323,3.500435351,2.16E-06,0.0425240939,280.0402584,3.505444251,3.496845769,3.500890155,3.500544188,3.78E-06,0.04732425875,280.0712124,5,tickle
116,39,83.2125,89.5,628.5492089,247,6657,3.627906977,2.969387755,3.202746238,3.173433584,0.02883858267,4.793472407,256.219699,4.022727273,3.102272727,3.584465911,3.594854798,0.05854526968,5.619784371,286.7572729,4606,4596,4600.7875,4601,5.131487342,89,368063,3.501521078,3.498696785,3.499936251,3.499891375,5.18E-07,0.02728037085,279.9949001,3.502935421,3.497718879,3.500009958,3.49961953,2.39E-06,0.03206765989,280.0007966,6,tickle
114,16,69.4875,69,753.3162975,319,5559,3.534653465,2.8,3.217309647,3.214835165,0.0290177021,5.905051124,257.3847718,3.871287129,1.935483871,3.23622487,3.330729167,0.1726087601,7.845652995,258.8979896,4609,4593,4601.05,4600.5,12.68101266,93,368084,3.502173913,3.497934334,3.500076228,3.500326229,8.67E-07,0.03205949507,280.0060982,3.502068365,3.496847141,3.49952188,3.49983711,1.59E-06,0.03771157973,279.9617504,6,tickle
126,24,90.325,105,1117.260127,299,7226,3.333333333,2.375,2.98777491,3.008130081,0.03892696286,5.179118772,239.0219928,3.87037037,2.625,3.50054904,3.572122053,0.07004860232,5.595416931,280.0439232,4605,4594,4600.275,4600,6.024683544,91,368022,3.501087429,3.498478261,3.499842454,3.499891328,4.00E-07,0.04141208766,279.9873964,3.502608696,3.496740548,3.500481197,3.500598287,1.99E-06,0.03706643594,280.0384958,6,tickle
135,5,82.7875,108.5,1987.941614,280,6623,3.648648649,1.4,3.159861597,3.167813832,0.1233717653,8.108975198,252.7889278,3.86,2.555555556,3.327621383,3.412681159,0.1082505453,6.062738529,266.2097107,4603,4595,4598.8125,4599,4.534018987,76,367905,3.502719165,3.499238965,3.501009919,3.501032951,7.05E-07,0.03370866105,280.0807935,3.50359086,3.498804088,3.501515561,3.501521739,1.53E-06,0.03632113479,280.1212449,6,tickle
101,8,49.3125,49.5,579.1795886,228,3945,4.4,2.6,3.473046714,3.366176471,0.2358417742,6.47804551,277.8437371,3.846153846,1.444444444,2.973683405,3.047579758,0.2404850056,8.772639755,237.8946724,4606,4586,4596.2,4598,25.55443038,105,367696,3.50260983,3.496404445,3.499381787,3.499075176,2.05E-06,0.04320050582,279.9505429,3.503918154,3.499021952,3.50095253,3.500815135,1.53E-06,0.03535940755,280.0762024,7,tickle
109,18,55.2,51.5,609.8582278,379,4416,3.791666667,2.466666667,3.183914556,3.152524272,0.08190991139,8.111806663,254.7131645,4.102941176,2.3,3.485061178,3.626134301,0.2304167546,8.507167158,278.8048942,4604,4590,4596.575,4596,9.386708861,103,367726,3.501740644,3.494553377,3.498441484,3.497988906,3.04E-06,0.04647731945,279.8753187,3.502717982,3.497827976,3.500005662,3.499782419,1.29E-06,0.0351344676,280.0004529,7,tickle
96,8,53.125,52.5,909.0727848,337,4250,3.485714286,0.6666666667,2.647323745,2.766968326,0.3805733518,10.60008239,211.7858996,4.666666667,2.230769231,3.389317691,3.378088077,0.2813421371,10.40948591,271.1454153,4603,4590,4597.3625,4598,10.86693038,101,367789,3.502284098,3.49739017,3.500047809,3.5,1.22E-06,0.03991971567,280.0038247,3.505329563,3.499347542,3.502323559,3.502392344,2.35E-06,0.03187175224,280.1858847,7,tickle
138,54,92.45,94,573.4405063,242,7396,3.952941176,2.754385965,3.324845089,3.311570248,0.08333022207,4.435980106,265.9876072,3.726027397,2.541176471,3.116805863,3.121667908,0.08938621853,6.18873732,249.3444691,4608,4590,4597.8125,4597,21.16693038,86,367825,3.502172968,3.495536686,3.499127853,3.499401499,3.04E-06,0.0332873892,279.9302282,3.503810146,3.496407577,3.500979958,3.501411509,3.69E-06,0.03481163168,280.0783967,7,tickle
